claim_id,status,scope,statement_source
E993-C2-F3-VARYING-POWER-FINITE-EMBEDDINGS-K1-24,VERIFIED,"The 24 individually checked exponents k=1,...,24 with the explicit wrapper and recorded e values; pending root registration. Finite exact computation only, with e searched in 0..32 for k<=16 and e=0 checked for k=17..24; no universal extrapolation.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-F3-VARYING-POWER-FINITE-EMBEDDINGS-K1-24
E993-FIXED-GRAPH-EVENTUAL-POWER-LOGCONCAVITY,VERIFIED,"Fixed finite graph first, then sufficiently large exponent; pending root registration as a literature-derived quantifier clarification. Application of Odlyzko--Richmond Theorem 1 after positive normalization; empty graph handled separately; no uniform threshold over graphs.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FIXED-GRAPH-EVENTUAL-POWER-LOGCONCAVITY
E993-FOREST-MAXMATCHING-CLIQUE-CERTIFICATE-OPTIMALITY,VERIFIED,"Ordinary coefficient polynomials for 0<=m<=floor(n/2), with positive supported denominator coefficients; forest corollary uses that every forest clique has order at most two.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-MAXMATCHING-CLIQUE-CERTIFICATE-OPTIMALITY
E993-C2-U3-STAR12-ROOT-PAIR,VERIFIED,The two explicit ordinary trees constructed in REPORT.md only; exact integer forest-DP computation.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-U3-STAR12-ROOT-PAIR
E993-C2-CT-F2-LARGER-BROOM-CONTROLS,VERIFIED,"Four literal finite ordinary trees only: (m,L)=(2063,6),(2062,6),(2063,10),(2063,14), with the original c-q-g-s-v marked attachment, exact original neighborhoods, and complete stored independent-set polynomials. No all-parameter extension is asserted.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CT-F2-LARGER-BROOM-CONTROLS
E993-C2-CU-F2-FRESH-PARITY-TAIL-CONTROLS,VERIFIED,"Finite exact computation on these four explicitly enumerated ordinary trees only. The supporting bounded shape sweep has m=0..41,L=1..18, with 756 parameter pairs, 144 full-guard pairs and no positive target among those 144; no extrapolation or distinctness claim relative to older searches.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CU-F2-FRESH-PARITY-TAIL-CONTROLS
E993-C2-CF-T2-SIX-K96-SHARED-GATEWAY-CONTROL,VERIFIED,"One explicit ordinary tree of order 773 with six disjoint K(14,15,17) residual components of total order 576, three pairwise load-two gateways and 191 additional empty gateways; plus the literal fixed-construction grid of 231 extra-leaf values 0 through 230. No universal or RTree result.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CF-T2-SIX-K96-SHARED-GATEWAY-CONTROL
E993-C2-CF-T2-LOCAL-LC-SCOPE-ATTACKS,VERIFIED,"Two explicit finite scalar coefficient sequences only: [2,1,0,0,1,2] and [1,4,3,5,1]; neither is claimed to be an independence polynomial of a forest.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CF-T2-LOCAL-LC-SCOPE-ATTACKS
E993-C2-CF-T3-FIVE-FRESH-G1-CONTROLS,VERIFIED,"Exactly the five deterministic edge constructions in independent_check.py, ambient orders3270,3323,3329,3510,269 respectively. Finite computations; no universal wrapper eligibility, forest unimodality or target counterexample.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CF-T3-FIVE-FRESH-G1-CONTROLS
E993-C2-CU-T3-THREE-FRESH-G1-CONTROLS,VERIFIED,"Exactly three independently constructed ordinary trees: fresh_K103_Q8_P8 (ambient 2846), fresh_K101_Q9 (ambient 2789), and fresh_varying17 (ambient 2434), with the explicit edges and marked leaves in the owned evidence. Finite computation only; no all-parameter guard eligibility, no unrestricted G1 proof, no governed-RTree statement; pending root intake.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CU-T3-THREE-FRESH-G1-CONTROLS
E993-K26-B9-MIXED-GE99-LOGCONCAVE,REFUTED,"Fixed B9 replacement, no background; ordinary finite forest, not the surviving specified B8 theorem. The witness order is the residual forest order, not ambient G1 tree order.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-K26-B9-MIXED-GE99-LOGCONCAVE
E993-C2-CU-T2-SIX-K96-LOCAL-LC-FALSIFIER,VERIFIED,"One explicitly constructed ordinary tree of order 782 with six K(14,15,17) residual components, 197 additional g-leaves and complete edges and exact U,H,A,T polynomials. No all-parameter or minimality claim.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CU-T2-SIX-K96-LOCAL-LC-FALSIFIER
E993-G1-EXISTENTIAL-SINGLE-RANK-DELETION,OPEN,"Every finite ordinary G1 tree tuple with the full frozen guards. Only the two displayed ranks; neither prescribed-root nor all-vertex quantification, and no full-tail premise.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-G1-EXISTENTIAL-SINGLE-RANK-DELETION
E993-C2-CT-F1-BETA256-ALIGN-CONTROL,VERIFIED,"One explicit B256 residual of order 1027 attached at its center through a connector to g, with v-s-g and no bare g-leaves; finite wrapper trials h=0..12 are supplemental evidence.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CT-F1-BETA256-ALIGN-CONTROL
E993-C2-CT-F1-T1588-TARGET-LC-CONTROL,VERIFIED,"One center-chain with alternating cores K(24,25,26), K(30,31,32), K(24,25,26), K(30,31,32), K(24,25,26), K(30,31,32), K(24,25,26), attached at the left center through a connector to g with v-s-g and h=398.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CT-F1-T1588-TARGET-LC-CONTROL
E993-C2-CU-F1-BETA300-CONTROL,VERIFIED,"One beta-family residual B300 of order1203; attach a new four-vertex path at its center and one bare g-leaf. This is a single explicit ordinary tree, not an all-m statement.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CU-F1-BETA300-CONTROL
E993-C2-CU-F1-LARGER-CHAIN-HORIZON,VERIFIED,"The exact seven arm triples (18,20,24),(20,22,26),(25,27,29),(18,21,23),(30,31,35),(20,22,26),(18,20,24), connected in center-chain order; roots0,434,898; h=0..720 only.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CU-F1-LARGER-CHAIN-HORIZON
E993-FOREST-TWO-EDGE-NEXT-BAND-FAMILY,VERIFIED,"All integers r>=1 for this explicit actual-forest family, i0=1 and integer zero extension. It refutes only the bare matching-two d=3 sign; every family member fails x(F_r)<r and is not a G1 counterexample.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-TWO-EDGE-NEXT-BAND-FAMILY
E993-C2-CT-U1-LARGER-FINITE-TREE-BG-GAPS,VERIFIED,"Exactly three recorded finite ordinary trees with original neighborhoods, p=x(T)+1 and all four complete integer polynomials. No all-m theorem, unbounded deficit conclusion, positive-target event or RTree transport.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CT-U1-LARGER-FINITE-TREE-BG-GAPS
E993-C2-CT-U1-LARGER-FINITE-CYCLIC-FENCES,VERIFIED,"Exactly four explicit cyclic graphs with the local leaf/degree-two handle and every numerical G1 guard. All fail the tree/acyclicity guard and lie outside residual order2r+2. They do not refute ordinary-tree G1, the boundary theorem or C1 forest low-rank scope.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CT-U1-LARGER-FINITE-CYCLIC-FENCES
E993-C2-CF-U1-BOUNDED-FOCUSED-ATTACK,VERIFIED,"Only the explicit deterministic finite constructions and enumerations in INDEPENDENT-CHECKS.json and FOCUSED-BOUNDARY-CHECKS.json, with full edges and integer polynomials for named graph witnesses. Core-six evaluations are labelled constructions, not distinct isomorphism classes or all graphs at n20/n42. T36 is cyclic. T249/T219 are negative-target certificate-noncoverage witnesses. No universal family statement, novelty claim, Lean award or RTree transport.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CF-U1-BOUNDED-FOCUSED-ATTACK
E993-GRAPH-EDGE-ADDITION-DELTA-NONINCREASE,REFUTED,Universal graph edge-addition monotonicity shortcut. The order42 witness also lies on n=2r+2. No early-descent premise and no ordinary-G1 implication asserted.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-GRAPH-EDGE-ADDITION-DELTA-NONINCREASE
E993-C2-F3-K25-G1-EMBEDDING,VERIFIED,One specified ordinary tree of order 4778 with residual 25 disjoint B31 copies of total order 4750; pending root registration.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-F3-K25-G1-EMBEDDING
E993-C2-F3-K25-G1-LC-RANK-SEPARATION,VERIFIED,One exact actual ordinary tree of order4778 with residual25 copies of B31 of total order4750; pending root registration.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-F3-K25-G1-LC-RANK-SEPARATION
E993-C2-F3-PADDING-FIVE-CASE-ELIGIBILITY,VERIFIED,"Five explicitly stored ordinary-tree wrappers at (k,e)=(1,0),(1,3),(1,64),(7,0),(7,1); pending root registration.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-F3-PADDING-FIVE-CASE-ELIGIBILITY
E993-C2-F3-ZERO-PADDING-THREE-CASE-NONELIGIBILITY,VERIFIED,Three explicit ordinary-tree instances within a twelve-case boundary attack; pending root registration.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-F3-ZERO-PADDING-THREE-CASE-NONELIGIBILITY
E993-C2-CT-U2-T715-DISCONNECTED-ROOT-CONTROL,VERIFIED,"One explicitly constructed ordinary simple tree and its marked tuple. Fixed-root obstruction corroboration with a disconnected residual; no existential-ALIGN, recovery-lift or G1 counterexample, no all-parameter theorem, no RTree scope.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CT-U2-T715-DISCONNECTED-ROOT-CONTROL
E993-C2-CT-U2-SMALL-GRAPH-CONNECTOR-CHECKS,VERIFIED,"Finite exhaustive labeled graph scope n=0..5 for deletion identities, q=-2..n+1; all nonempty forests n=1..5 and root-per-component choices for common connectors, k=-2..n+4. Includes the empty graph only in the general graph checks.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CT-U2-SMALL-GRAPH-CONNECTOR-CHECKS
E993-C2-CF-U2-T807-ROOT-OBSTRUCTION,VERIFIED,"One explicit ordinary tree on vertices 0..806 with original neighborhoods; finite computation; no all-m theorem, no G1 or existential-ALIGN counterexample and no RTree scope.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CF-U2-T807-ROOT-OBSTRUCTION
E993-C2-CF-U2-FOCUSED-IDENTITY-CONTROLS,VERIFIED,"Exact finite computation on the listed labeled graph census, root choices, five origin controls and eight explicitly parameterized wrappers. Negative ranks -3 through stated finite zero tails included. No universal lifting, ALIGN or forest-unimodality proof.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CF-U2-FOCUSED-IDENTITY-CONTROLS
E993-C2-CT-U3-STAR24-STAR40-ROOT-PAIRS,VERIFIED,"Exactly four ordinary trees: m=24 gives ambient/residual orders 123/96; m=40 gives orders 203/160. Graph labels, original neighborhoods, every polynomial, rank and guard are specified in CRITIQUE.md and independent-evidence.json. No all-m claim.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CT-U3-STAR24-STAR40-ROOT-PAIRS
E993-C2-CT-U3-ORDER102-LC-RELAXATION-WITNESS,VERIFIED,"The explicitly listed order-102 graph pair only, with exact independence polynomials and all H log-concavity margins. Mechanism refutation of LC-spanning-forest normalized comparison, not a G1 claim.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CT-U3-ORDER102-LC-RELAXATION-WITNESS
E993-C2-CT-U3-FINITE-COMPARATOR-STRESS,VERIFIED,"Eight flow instances, two explicit order-87 graphs, exactly 698680 matching-grid rank comparisons, and six explicit forest/core powers of orders 26,52,78 and 52,104,156. Finite exact corroboration only; the universal proof is separately audited.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CT-U3-FINITE-COMPARATOR-STRESS
E993-C2-CF-U3-STAR24-ROOT-PAIR,VERIFIED,"Only the two edge-labeled ordinary trees in independent-evidence.json fresh_star24_pair; exact integer include/exclude computation with all original-neighborhood guards, first descents and maximum matching sizes.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CF-U3-STAR24-ROOT-PAIR
E993-C2-CF-U3-LC62-WITNESS,VERIFIED,Only the two explicit order-62 ordinary forests on one common vertex set in independent-evidence.json fresh_LC_order62; H is a spanning subforest of the tree G; no G1 tuple is asserted.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CF-U3-LC62-WITNESS
E993-C2-COVER3-NINE-VERTEX-PLATEAU-WITNESS,VERIFIED,"One explicitly specified nine-vertex ordinary bipartite graph; it is not a forest or a G1 counterexample. Both critic occurrences identify this same graph, not two independent witness instances.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-COVER3-NINE-VERTEX-PLATEAU-WITNESS
E993-C2-CU-T3-B9-EXACT-FINITE-WITNESS,VERIFIED,"Exactly the deterministic ordinary tree fresh_K101_Q9 on 2789 vertices with residual 101 copies of K(3,4,4) and one K(9,9,9), marked v=2788, s=2787, g=2786. Finite exact computation; no G1 target counterexample and no refutation of the fixed B8 theorem.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C2-CU-T3-B9-EXACT-FINITE-WITNESS
E993-G1-B7-WRAPPER-PADDING-ELIGIBILITY-MONOTONE,REFUTED,Fixed B7 residual and fixed handle/center-root gateway; only the number of additional g-leaves changes. This minimal exact family already refutes a broader all-wrapper padding-preservation assertion.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-G1-B7-WRAPPER-PADDING-ELIGIBILITY-MONOTONE
E993-G1-COUNTEREXAMPLE-PGE6-RESIDUAL-GE2P,CONDITIONAL,"Necessary region for a hypothetical ordinary G1 counterexample only. Uses inherited C1 p<=5 exclusion and the C2 first/second wide bands, including the second band's admitted literature dependency. Does not assert a counterexample exists.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-G1-COUNTEREXAMPLE-PGE6-RESIDUAL-GE2P
E993-G1-VARYING-WRAPPER-AUTOMATIC-ELIGIBILITY,REFUTED,"Exactly the F3 varying-base structural wrapper family, B_a the order6a+4 center/three-hub/two-edge-arm tree and a=k+6. Structure alone is the proposed premise; no size, Gamma or crossing guard is assumed as an antecedent.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-G1-VARYING-WRAPPER-AUTOMATIC-ELIGIBILITY
E993-FOREST-THIRD-WIDE-CROSSING-SIGN,VERIFIED,Exactly the third wide residual band; forest domain. No ambient Gamma premise is required. No all-simple-graph or RTree extension.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-THIRD-WIDE-CROSSING-SIGN
E993-ORDINARY-G1-THIRD-WIDE-SLICE,VERIFIED,"A finite ordinary tree T with distinct leaf v, degree-two support s, other neighbor g; A=T-{v,s}, H=A-g, U=A-N_A[g]=T-(N_T[v] union N_T[g]); p=x(T)+1>=3, r=p-2, Gamma=Delta_p(A)+Delta_(p-1)(H)<0, |U|>2p-3=2r+1, and x(U)<r. This is the specialization |U|=2p=2r+4.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-ORDINARY-G1-THIRD-WIDE-SLICE
E993-FOREST-FIVE-EDGE-THIRD-BAND-COMPARATOR,VERIFIED,Exact spanning matching comparator in order 2r+4; no sign conclusion for an arbitrary residual without the normalized comparison.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-FIVE-EDGE-THIRD-BAND-COMPARATOR
E993-FOREST-COVER4-THIRD-BAND-PRE-R-INCREASE,VERIFIED,Forest cover-four branch only; strict positivity is asserted here. Do not import the refuted all-graph cover-three strictness at order 2r+3 or extend this statement to all graphs.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-COVER4-THIRD-BAND-PRE-R-INCREASE
E993-GRAPH-VERTEX-COVER-DELTA-PARTITION,VERIFIED,Counts are zero outside natural supported ranks. The set S must be independent in F[C]; neighborhood overlaps are preserved exactly.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-GRAPH-VERTEX-COVER-DELTA-PARTITION
E993-BINOMIAL-DIFFERENCE-CATALAN-FLOOR,VERIFIED,Arithmetic auxiliary; independent of any graph or G1 hypothesis.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-BINOMIAL-DIFFERENCE-CATALAN-FLOOR
E993-CATALAN-COVER4-PRE-R-INEQUALITY,VERIFIED,Arithmetic auxiliary for the cover-four branch only.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-CATALAN-COVER4-PRE-R-INEQUALITY
E993-G1-RANK-SCALED-MARGIN-FACTOR2,REFUTED,"A finite ordinary tree T with distinct leaf v, degree-two support s, other neighbor g; A=T-{v,s}, H=A-g, U=A-N_A[g]=T-(N_T[v] union N_T[g]); p=x(T)+1>=3, r=p-2, Gamma=Delta_p(A)+Delta_(p-1)(H)<0, |U|>2p-3=2r+1, and x(U)<r. Positive denominator a_r is explicit.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-G1-RANK-SCALED-MARGIN-FACTOR2
E993-C3-T121-FACTOR2-MARGIN-WITNESS,VERIFIED,One finite full ordinary G1 tuple. The positive assertion that this witness exists is separate from the false universal margin key.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-T121-FACTOR2-MARGIN-WITNESS
E993-G1-RANK-SCALED-MARGIN-FACTOR1,OPEN,"A finite ordinary tree T with distinct leaf v, degree-two support s, other neighbor g; A=T-{v,s}, H=A-g, U=A-N_A[g]=T-(N_T[v] union N_T[g]); p=x(T)+1>=3, r=p-2, Gamma=Delta_p(A)+Delta_(p-1)(H)<0, |U|>2p-3=2r+1, and x(U)<r. This is a rank-dependent lower bound on the unscaled relative gap, with factor 1/(r+1).",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-G1-RANK-SCALED-MARGIN-FACTOR1
E993-GRAPH-SR2-EXACT-AVERAGE-IDENTITIES,VERIFIED,"All integer ranks, including zero, negative ranks and support endpoints; i_j=0 outside natural supported ranks. Empty vertex sums are allowed. No vertex-existence consequence is included.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-GRAPH-SR2-EXACT-AVERAGE-IDENTITIES
E993-GRAPH-SR2-INTERVAL-CHARACTERIZATION,VERIFIED,"An exact equivalence of predicates, not a theorem asserting either predicate always holds.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-GRAPH-SR2-INTERVAL-CHARACTERIZATION
E993-GRAPH-SR2-MARGINAL-SUM-BOUNDS,CONDITIONAL,Conditional sum bounds only; n>=r+1 ensures a nonempty graph in this statement. No common vertex is asserted.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-GRAPH-SR2-MARGINAL-SUM-BOUNDS
E993-SCALAR-SR2-NEGATIVE-SUMS-IMPLY-JOINT-SIGN,REFUTED,Pure scalar arrays. No graph-realizability assertion.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-SCALAR-SR2-NEGATIVE-SUMS-IMPLY-JOINT-SIGN
E993-FOREST-NONPOSITIVE-TARGET-IMPLIES-SR2,REFUTED,"No earlier-descent, wide-size, ambient-tree or Gamma guard. Rank zero included.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-NONPOSITIVE-TARGET-IMPLIES-SR2
E993-FOREST-POSITIVE-RANK-NONPOSITIVE-TARGET-IMPLIES-SR2,REFUTED,"No earlier-descent, wide-size, ambient-tree or Gamma guard. Positive ranks only.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-POSITIVE-RANK-NONPOSITIVE-TARGET-IMPLIES-SR2
E993-GRAPH-NONPOSITIVE-TARGET-IMPLIES-SR2,REFUTED,"No earlier-descent, wide-size, ambient-tree or Gamma guard. Rank zero included.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-GRAPH-NONPOSITIVE-TARGET-IMPLIES-SR2
E993-C3-SR2-SINGLETON-BOUNDARY-WITNESS,VERIFIED,One finite forest at the integer-zero-extension boundary.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-SR2-SINGLETON-BOUNDARY-WITNESS
E993-FOREST-ODD-EDGELESS-SR2-OBSTRUCTION-FAMILY,VERIFIED,"Explicit unbounded actual-forest family, failing both x(F)<r and n>2r+1.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-ODD-EDGELESS-SR2-OBSTRUCTION-FAMILY
E993-FOREST-NEGATIVE-TARGET-IMPLIES-SR2,REFUTED,No strict earlier-descent or ambient G1 guard. No size restriction.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-NEGATIVE-TARGET-IMPLIES-SR2
E993-FOREST-WIDE-NEGATIVE-TARGET-IMPLIES-SR2,REFUTED,No strict earlier-descent or ambient G1 guard. Wide-size guard retained.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-WIDE-NEGATIVE-TARGET-IMPLIES-SR2
E993-GRAPH-NEGATIVE-TARGET-IMPLIES-SR2,REFUTED,No strict earlier-descent or ambient G1 guard. No size restriction.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-GRAPH-NEGATIVE-TARGET-IMPLIES-SR2
E993-C3-SR2-SIX-VERTEX-FAILURE-WITNESS,VERIFIED,"One finite forest, not an ambient G1 tuple.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-SR2-SIX-VERTEX-FAILURE-WITNESS
E993-FOREST-TWO-EDGE-STRICT-SR2-OBSTRUCTION-FAMILY,VERIFIED,Explicit unbounded ordinary-forest family. Every member satisfies the wide size guard and fails the strict earlier-descent guard.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-TWO-EDGE-STRICT-SR2-OBSTRUCTION-FAMILY
E993-FOREST-EARLIER-DESCENT-NEGATIVE-TARGET-IMPLIES-SR2,OPEN,"The earlier-descent strengthening explicitly mentioned by the correction, without adding an unstated ambient or size guard. Any further width-restricted variant must receive a separate statement.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-EARLIER-DESCENT-NEGATIVE-TARGET-IMPLIES-SR2
E993-ORDINARY-DEG2-SIBLING-G1-COEFFICIENT-IDENTIFICATION,VERIFIED,"Structural equalities at all integer ranks; no numerical eligibility is required. a,b,B use the r23 original-leaf definitions; B_s(T,p)=Delta_(p-1)(T-N_T[s]) and T-N_T[s]=H. Neighborhoods are those of the indicated original graph, with integer zero extension.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-ORDINARY-DEG2-SIBLING-G1-COEFFICIENT-IDENTIFICATION
E993-C3-CB8-92-ORDINARY-RANK-SCOPE-CERTIFICATE,VERIFIED,One exact ordinary graph at two distinct ranks; no RTree transport and no universal aggregate or G1 verdict.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-CB8-92-ORDINARY-RANK-SCOPE-CERTIFICATE
E993-R23-LITERAL-DELETE-ONLY-HALL,REFUTED,Literal ordinary-tree universal Delete-only Hall. Restricted deletion faces remain separate.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R23-LITERAL-DELETE-ONLY-HALL
E993-R23-HOT-TAG-SINGLETON-HALL,REFUTED,"Every hot tag, at p>=x(T)+2. Narrower cut family than arbitrary tag-closed cuts; nevertheless refuted by the same eligible arm cut.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R23-HOT-TAG-SINGLETON-HALL
E993-R23-ZERO-RETAG-EXPORT-IMPLIES-NONPOSITIVE-TAG,REFUTED,"The zero-export shortcut; the source's stated hub/depth-three degree-two-chain class is also refuted by CB(8,92), since it imposes no adequate disjoint-edge-count bound.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R23-ZERO-RETAG-EXPORT-IMPLIES-NONPOSITIVE-TAG
E993-R23-RANK1-FAVORABLE-EMPTY,REFUTED,"Unrestricted p=1 boundary statement, outside the governed p>=x(T)+2 floor.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R23-RANK1-FAVORABLE-EMPTY
E993-FOREST-FIRST-DESCENT-DISJOINT-UNION-UPPER-ADDITIVITY,REFUTED,"Upper first-descent additivity only; neither a lower-bound claim nor forest nonunimodality. r27 Cycle 1 (2026-09-24): its K_1 instance is registered as E993-R27-KADDITION-CLOSURE-X-LE-5 (x ≤ 5); this refutation is untouched (witness pair K_{1,3}, P_4), and the stored scope contains no K_1 carve-out — the sub-family is untouched for the logical reason that a universal refuted by one witness pair says nothing about a proper sub-family. Status REFUTED unchanged.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-FIRST-DESCENT-DISJOINT-UNION-UPPER-ADDITIVITY
E993-R23-ORDINARY-FAVORABLE-LEAF-AGGREGATE,OPEN,Literal ordinary-tree aggregate. Each original leaf is a distinct tag even when supports coincide; higher-degree supports are included; the empty favorable set has sum zero. r26 (2026-09-24): its TOP-RANK RESIDUAL sub-case (RC) is formally verified as E993-R26-TOP-RANK-RESIDUAL-SIGN; this all-rank claim stays OPEN (other ranks and the non-residual class untouched; no positive complete eligible aggregate is known).,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-R23-ORDINARY-FAVORABLE-LEAF-AGGREGATE
E993-FOREST-EDGE-ADDITION-DELTA-NONINCREASE,REFUTED,"Finite ordinary forests F and H on the same vertex set, E(F) subset E(H), every natural rank r. No earlier-descent, ambient G1, connectivity, or target sign premise. This forest restriction differs from the existing all-simple-graph edge-addition claim.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-FOREST-EDGE-ADDITION-DELTA-NONINCREASE
E993-C3-CENTER-CORRELATED-TWO-CORE-IDENTITY,VERIFIED,"Ordinary finite trees K(a,b,c) with three hub groups of positive arm counts; one center-center edge; either center root; every natural h; exact independence polynomials at all integer ranks by zero extension. No sign, recovery, G1, RTree, or universal-forest conclusion.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-CENTER-CORRELATED-TWO-CORE-IDENTITY
E993-C3-GRAPH-ADDABLE-VERTEX-AVERAGE-IDENTITY,VERIFIED,"All finite ordinary simple graphs and natural ranks, with exact ordinary independent-set counts; no G1 hypothesis is needed.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-GRAPH-ADDABLE-VERTEX-AVERAGE-IDENTITY
E993-C3-G1-POINTWISE-ADDABILITY-BOUND,REFUTED,Literal full ordinary G1 scope at r=p-2; universal over all independent r-sets in each residual.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-G1-POINTWISE-ADDABILITY-BOUND
E993-C3-CLUSTER-GRAPH-EVERY-VERTEX-SR2,VERIFIED,All finite ordinary cluster graphs and natural ranks; matching forests in the forest subcase.,proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-CLUSTER-GRAPH-EVERY-VERTEX-SR2
E993-C3-FOREST-WIDE-CROSSING-EDGE-DELTA-NONINCREASE,REFUTED,"A proposed stronger-premise forest edge-addition shortcut. Both forests must satisfy strict earlier descent and wide size at the same rank. No ambient G1 first-descent/Gamma alignment, connectivity of J, or nonnegative-target premise.",proposals/cycle2/latest-code/master/CLAIM-IDENTITY.json#E993-C3-FOREST-WIDE-CROSSING-EDGE-DELTA-NONINCREASE
