cycle,row_id,claim,tier,scope,disposition,provenance,verification_level,dedup_canonical_of,cites_canonical,supersession_chain,correction_note
C3,R23B-C3-T6-01,"THM_R23_C_hall_discharged: HallCondition p → S p ≤ 0, proved via subtype re-indexing → Finset.all_card_le_biUnion_card_iff_existsInjective' → Function.extend → the injection form",Lean,"Statement identity to the sealed THM_R23_C mechanically confirmed (example : @THM_R23_C = @THM_R23_C_hall_discharged := rfl accepted). The all-cut antecedent is used only as a hypothesis, never asserted — A2.2 intact","(extracted, best-effort, from provenance prose: retained)","retained — ADJ-T §3/T6. Six fork declarations plus both bridge proofs on [propext, Classical.choice, Quot.sound], no sorryAx. This is the route's substantive new formalization, and it discharges a CONDITIONAL",stated-not-proved,,,,
C3,R23B-C3-T6-02,"C3-T6's ""no lemma strictly between the conditional and the target; the fork's earliest unproved lemma IS the per-row demand""",Lean,"Admissible reading, binding on every downstream citation: for the hypothesis form whose antecedent is the existence of an ARBITRARY injection P ↪ N, the antecedent is equivalent to the conclusion via BRIDGE-2; that particular fork admits no proper intermediate lemma — a tautology, not a search of the fork's design space. Unsound as a statement about the relation-respecting fork, which remains OPEN. The sealed order-91 row separates the two notions exactly. The intermediate space is non-empty. [A1.1]","(extracted, best-effort, from provenance prose: retained_narrowed)","retained_narrowed — ADJ-T R-C4, D-5. No face may cite T6's F-1 as closing LC-G or as evidence that the injection route is exhausted",sorry-free lemma,,,,
C3,R23B-C3-T6-03,"C3-T6's Verdict headline ""DISCHARGED, sorry-free … BOTH chartered forms""",rejection/narrowing (see provenance),"No injection was constructed anywhere in this route. THM_R23_C_of_injOn takes f, hmaps, hinj as hypotheses; its proof is Finset.card_le_card_of_injOn + bridge2_proof + omega, carrying no mathematical content beyond sealed C2. Presenting the two forms as co-equal invites reading the unconditional fork as closed when the route's own F-1 says it is not","(extracted, best-effort, from provenance prose: REJECTED)","REJECTED as written — ADJ-T §3/T6. Required replacement: ""THM-R23-C discharged AS A CONDITIONAL (Hall-antecedent form, statement identical to the sealed THM_R23_C) and in an arbitrary-injection hypothesis form; no injection was constructed; the unconditional constructed-injection fork remains OPEN, with the earliest unproved lemma of the relation-respecting fork still unidentified."" [A1.1] Stop-te","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C3,R23B-C3-U1-R1,"C3-U1's HANDOFF-SPINE.md:418 / RETURN.md Finding 6: ""the identity value is 40 against 25 (U4 gloss) and 45 (CRIT-6 repair)"", presented under ""This route re-verified independently""",rejection/narrowing (see provenance),"The adjudicated value is 45, not 25. ADJ-U opened the sealed C1 adjudication (beb31c35…, verified against control/STAGE5-SEAL.json) and read the row directly: Γ(P) = 45, ΣDelete-image + ΣRetag-image = 85, excess required 40, U4 §6's C(X) as glossed = 45. Cause located: normalization_instrument.py:166-175 builds shared_pairs as one global set of unordered source pairs colliding anywhere (25); U4's verbatim gloss is a per-target term Σ_y C(d_y, 2) = 45. A normalization substitution, not an arithmetic error — but the spine asserts independent re-verification of a recorded refutation while publishing a different quantity under the refuted form's name, and it destroys ADJ-U's explicit C1 finding ","(extracted, best-effort, from provenance prose: REJECTED)","REJECTED (CRITICAL) — ADJ-U RU-C3. CRIT-U1-T's contrary verdict is SET ASIDE on this one row only (it reproduced the instrument's 25 without comparing against the sealed C1 adjudication); its verdict is otherwise sustained in full. What is NOT damaged: the refutation itself — 25 ≠ 40 and 45 ≠ 40, so U4's §6 gloss fails the identity under either reading. No claim status moves; REFUTED does not regr",exact computation,,,,
C3,R23B-C3-U2-01,"The definitive alias-hazard census: 13 ordered REFUTED-involving hazard pairs at the 80-claim pin b57e7990…, union over both channels (regex alias_patterns + bare-alias substring), five fields, no alias-length filter",computation,"The decisive items: pair 2 E993-BETA-AGG [OPEN, = O14] → E993-BETA-AGG-SUPPORT [REFUTED, a §7 fence] fires on the regex channel via O14's own pattern favorable[- ]leaf aggregate against the REFUTED row's scope; pair 3 E993-BETA-AGG → E993-R23-LITERAL-…-GAMMA-HALL [REFUTED] on the regex channel via certificate; pair 4 the reverse E993-BETA-TARGET [REFUTED] → E993-BETA-AGG on scope; pair 8 the RC-04b pair, where two of the OPEN row's own patterns cross-match, with zero reverse-direction hits — one-directional, in the dangerous REFUTED → OPEN import sense; pairs 9–11 E993-TGT-TREE [OPEN, the program target] → three REFUTED rows on claim_key (TREE)","(extracted, best-effort, from provenance prose: retained)","retained as the adjudicated definitive census — ADJ-U RU-C2, reproducible from scratchpad/c3-adj-u/adj_u_census3.py. ADJ-F §6.2's 7-pair table is exactly the three-field substring restriction of this census and is contained in it — the two lanes do not conflict (§6, item 6). Both critics retained in full at their declared conventions; the divergence was one convention (minimum alias length admitte",exact computation,,,,
C3,R23B-C3-U2-R1,"C3-U2's ""Full sweep: 17 hits, 15 distinct claim pairs, 5 REFUTED-involving status-propagation hazard hits"" and ""status_propagation_hazard_hits lists all five hits""",rejection/narrowing (see provenance),"The integers are exact and reproduce; the word full is false. The seat itself elevated the plain alias-substring channel to a first-class hazard channel — ""any substring-based alias matcher cross-hits even with the regex patterns repaired"" — then computed that channel for exactly one hand-picked pair (its substr comprehension is hard-coded to the r19/r23 rows) and certified the resulting three-pair picture as the hazard set. A completeness certification false over the union of the channels the document itself declares hazardous, on a control-class artifact whose entire purpose is to enumerate REFUTED-propagation exposure","(extracted, best-effort, from provenance prose: REJECTED)","REJECTED (CRITICAL) — ADJ-U RU-C2; CRIT-U2-F's grade sustained and CRIT-U2-T's identical finding RAISED from major to CRITICAL, because the omitted pairs land on fenced OPEN rows including this run's own target. Exact narrowing that survives: ""complete over the alias_patterns regex channel against claim_key, statement and aliases at the 80-claim pin."" Definitive census: R23B-C3-U2-01. Registered l","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C3,R23B-C3-U4-R1,"C3-U4's ""the order-26 family structure is RECONSTRUCTED and CONFIRMED"", ""a first structural hypothesis was refuted … nothing was fitted post hoc"", alongside the envelope sentence ""both fixture files hash-verified …, then opened and read (never transcribed from memory)""",rejection/narrowing (see provenance),"A provenance mislabel inside hashed evidence. control/fixtures/check_kl_witness.py:31-46 defines build_spider(ks) — ""Center 0; child u_i per entry of ks; u_i carries ks[i] pendant 2-paths"" — and the module docstring names Kadrawi–Levit (arXiv:2305.01784) and the order-26 member (3,4,4). That is, character for character, U4's ""reconstructed"" structure, in a sealed file U4's own seal paragraph says it opened and read. The two sentences cannot both stand at full strength, and honest provenance labelling is the literal subject of this route's charge","(extracted, best-effort, from provenance prose: REJECTED)","REJECTED as stated (MAJOR, not CRITICAL — no integer is wrong and the structure is exactly right) — ADJ-U §3/U4-2, both critics reaching it independently. What survives: structural identity with build_spider on all eight fixture cases (AHU canonical forms compared by CRIT-U4-T), all eight exact on route and two critic instruments, ""11 favourable = 3+4+4 at p=10"" correct. [A1.1] Ordered (D-U4-1): r","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C3,R23B-C3-U5-01,"The R23-C2-37 atlas defect is repaired: 492 rows, both values and Hall data on every row; 460/460 cross-instrument agreement with the sealed U3 evaluator on F-count, S, x(T), P, N, Delete and Retag edge counts; 56/20/384 split, all 56 deficiency 0; 32 frontier rows under a mechanically enforced pre-declared budget",computation,"U3's evaluator.py is independently authored and structurally different (imports trees, not row_engine) — a genuine two-instrument result, re-derived at third-instrument level by both critics with 0 disagreements. Every zero here is a bounded zero and is evidence of nothing. [A1.1]","(extracted, best-effort, from provenance prose: retained)","retained — ADJ-U §3/U5-1, U5-2, U5-3",exact computation,,,,
C3,R23B-C3-U5-02,The König data on the atlas,computation,"Narrowed: every relation-bearing row has deficiency 0, so Z_P = ∅ and tight_set_size = tight_set_nbhd_size = 0 on all 88. Sound as a maximality certificate (cover size = matching size ⟺ no augmenting path); it is NOT deficient-cut data and must not be read downstream as such","(extracted, best-effort, from provenance prose: retained_narrowed)",retained_narrowed — ADJ-U §3/U5-12,exact computation,,,,
C3,R23B-C3-U5-03,"retag_W_exclusions nonzero where U3's sealed retag_domain_exclusions reads 0 — ""a difference in what the two instruments COUNT, not a relation discrepancy""",proved_informal,"Upgraded from inferred to PROVED (CRIT-U5-T decomposed both causes on six rows): U3's counter increments only when s_w ∈ A, a Lemma-L1-specific counter that by A1.3 Lemma L1 is necessarily zero; U5's counts the disjoint activity condition A∖{w} ∩ W_w = ∅. Measured L1 exclusions 0 throughout. No conflict with the sealed R23-C2-36 zero, which is an L1 confirmation","(extracted, best-effort, from provenance prose: retained)","retained, UPGRADED — ADJ-U §3/U5-9. Ordered: record the decomposition so the two counters are never equated","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C3,R23B-C3-U6-01,"The first strict descent separates from the first global mode at order 6, on the star K_{1,5}",computation,"i(K_{1,5}) = (1, 6, 10, 10, 5, 1); Δ = (5, 4, 0, −5, −4); x(T) = 3 (first strict descent) · first global mode = 2 · last global mode = 3. Smallest witness over orders 3–9; 7 separating trees in 93 (corrected from 8 — ADJ-U F-ADJ-2). Over orders 3–9, x never separated from the last global mode: 0 of 93 — a bounded zero, evidence of nothing beyond order 9. Complemented, not duplicated, by SEMANTIC-CONTRACT §6's abstract control i = (1,4,3,5,1) where x = 1 and the last global mode is 3","(extracted, best-effort, from provenance prose: retained)","retained, proposed as a MANDATORY CONTROL — ADJ-U §6. Two independent instruments (CRIT-U6-F's and ADJ-U's own Prüfer/AHU/DP enumeration) agree on all 93 trees. Not a target counterexample: it says nothing about O14, any mechanism, or weak unimodality — it is a convention control",exact computation,,,,
C4,R23B-C4-F1-01,The universal tag-closed-cut Hall theorem (W4) is REFUTED at governed scope,computation,"Witness T\ = CB(8,92), uniform choked-broom spider, n=1567 (hub h; 92 chokes each with 8 supports each with 1 leaf; arm h–s–v); x(T\)=490, p=492=x+2, governed. Tag-closed singleton cut G={v}: def(G) ≥ C(736,491)·2^491 − C(736,490)·2^490 > 0 (347 digits). S(T\,492) = −748810430710227858618987…557120 (351 digits) < 0, SAME ROW. ""S<0 same row; O14 untouched; mechanism kill never target counterexample.""","(extracted, best-effort, from provenance prose: SUSTAINED)","SUSTAINED IN FULL — ADJ-F §3.1, ""the highest-scrutiny replication chain of any single claim in Cycle 4."" A2.2-class fence extended verbatim to W4: no C5+ seat may re-open the universal tag-closed-cut Hall theorem, cite it as OPEN, or use F3's superseded ""remains OPEN"" language. Registered under a NEW row id, pointed to from R23B-C3-F4-01 as ""object subsequently refuted at C4"" — R23B-C3-F4-01 (the ",exact computation,,,"W4 / tag-closed-cut Hall (the TRS2 alias-lesson precedent) [members: R23B-C3-F4-01, R23B-C3-F4-01a, R23B-C4-F1-01, R23B-C4-T5-02, R23B-C5-U1-04] || CB(8,92) witness evidence (C4-F1-01) -> C5 registrar g_u resolution [members: R23B-C4-F1-01, R23B-C5-F3-04, R23B-C5-U1-06, R23B-C5-U2-01]",
C4,R23B-C4-F2-01,"F2 F-4 boundary pin: at p∈{0,1}, Favorable=∅ and \P\=\N\=0",computation,"p=0 half: general, provable (a_v = Δ_0(T−v) = n−2 ≥ 0 always). p=1 half: FALSE as general — 7/200 census trees (orders 2–10) have Favorable≠∅ at p=1; smallest witnesses K_2, P_3","(extracted, best-effort, from provenance prose: SUSTAINED)",p=0: SUSTAINED. p=1: REJECTED as general — ADJ-F §3.3. Must not be installed as a p-generic fact in any merged Lean lattice file; binding on C4-T6/T1,exact computation,,,,
C4,R23B-C4-F2-02,"F2 F-5: the instrument computes S two ways, agreement exact including the forest",certification-label finding,"support(v) is by construction the unique element of nbrs(v) — support-routed and de-routed forms build identical carriers on every input; 0/36 carrier-set mismatches (8 graphs incl. 2 forests, 1 non-tree)","(extracted, best-effort, from provenance prose: SUSTAINED)","SUSTAINED as a NULL CONTROL — ADJ-F §3.3 (CRIT-F2-U MAJOR). The check cannot fail; F2's underlying specification content (hypothesis-free statement, no actual-tree advance claimed) is unaffected. Any downstream face citing F-5's computational half as independent validation escalates to CRITICAL on the citing face","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C4,R23B-C4-F3-01,LEMMA F3-1 (F3 Finding 2): hot ⟹ E_v ≥ p,proved_informal,"SHARP on the witness: E_arm = 2·(736−(p−2)) = 492 = p exactly, margin 0","(extracted, best-effort, from provenance prose: SUSTAINED)",SUSTAINED and SHARP — ADJ-F §3.2. Strongest surviving necessary (never sufficient) condition for tag hotness; corroborated by CRIT-F3-U Finding 4 and CRIT-T5-F/U; never a proof of LEMMA-W4-HOT,"unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C4,R23B-C4-F3-02,"F3 Finding 3 (""zero-export rigidity""): the declared class {v: W_v={hub}, other favorable leaves hub-leaf or depth-3 degree-2 chain} is ""never hot, never deficient""",proved_informal,"Declared class as written places no bound on j (disjoint-edge count in H_v−N[hub]); exact failure = the jk+1 size-formula error (j=1 specialization of the general choked-broom formula mistaken for the general case; F3's own designed instances are all CB(1,k) where j=1 and the hypothesis happens to hold); CB(8,92) has j=8, transversal rank 737 ≫ p=492","(extracted, best-effort, from provenance prose: REJECTED)","REJECTED — false certification at its own declared scope, CRITICAL — ADJ-F §3.2. Four independent critics (CRIT-F3-T, CRIT-F3-U, CRIT-T5-F, CRIT-T5-U) isolate the identical algebraic gap (missing hypothesis p > jk+1) on four independently-written instruments","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C4,R23B-C4-F4-01,"F4's three run-wide negative existentials: F4-1(ii) (""W4 survives is governed-scope only""), F4-4 (""no witness separates W4 from the per-row demand; converse OPEN, no strictness""), F4-5 (""the only Hall-verdict separation is the order-91 row"")",proved_informal,"As stated, run-wide","(extracted, best-effort, from provenance prose: REFUTED)","FALSE against the sealed C4-F1 witness — ADJ-F §3.4. F4 itself blameless (blind first-wave, dispatched before F1 existed). Must not reach T6's lattice or any downstream spine/synthesis text, and must not be read as regressing REFUTED W4 back to OPEN. Replacement wording (adopted verbatim, CRIT-F4-T/U): ""W4 ⟹ per-row demand is an implication; its converse is REFUTED by the C4-F1 witness CB(8,92), p","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C4,R23B-C4-T1-01,"THE GRAND MERGE: one Lean project, zero sorryAx over the union (13-conjunct THM_R23_A + actual-tree identification/bridges + THM_R23_C both forms + xOf existence lemma + canonical lc4/5/6/7)",Lean,"181 non-internal constants, sorryAx=0; CRIT-T1-U additionally swept all 225 (incl. internal), clean; build 8667 jobs reproduced byte-identically by both critics on genuinely different instruments","(extracted, best-effort, from provenance prose: RETAINED)","RETAINED — ADJ-T §1. Statement-delta table sound (only declared deltas k13_isTree/k16_isTree cited as non-byte-identical); HallCondition occurs only as hypothesis, never asserted (A2.2 fence swept clean by both critics)",stated-not-proved,,,,
C4,R23B-C4-T2-01,"De-routed aggregate definienda: S and per-leaf quantities defined directly against actual adjacency (not the support stand-in), with equivalence lemmas to the C3 forms",Lean,"Folded byte-verbatim into T1's union; independently reproduced 7,603 rows (orders 1–5, all labelled graphs) + 89,426 governed tree rows (orders 2–7), zero mismatches","(extracted, best-effort, from provenance prose: RETAINED)","RETAINED, with a required ledger correction — ADJ-T §2. R23B-C3-T1-03's ""NOT lifted"" clause lists G.Favorable p in error (already support-free before T2); the ROW is wrong, not the return. Mandatory R23-C1-ELIGIBILITY-HAZARD cross-ref must be added at promotion. BRIDGE-2 half is transported, not newly proved — only bridge1Act_proof (BRIDGE-1) is new content; a promoted row must say so",sorry-free lemma,,,,
C4,R23B-C4-T3-01,The two adequacy lemmas: carrier-restriction deletion adequacy (H_v by carrier restriction = actual vertex deletion) and Graph-n realization adequacy (every finite tree arises as a C1-T6-encoding graph),Lean,"Discharges [A1.1]'s encoding-adequacy half for the aggregate-quantity family only (i_k, Δ, x(T), leaf/degree, Favorable, S(T,p))","(extracted, best-effort, from provenance prose: RETAINED_NARROWED)","RETAINED_NARROWED — ADJ-T §3, central ruling of this lane. CRIT-T3-U's MAJOR (F-1) sustained: the relation family (C, P, N, Graph.induce) has no transport lemma (20 _ofSimpleGraph lemmas grepped, none cover these); every _actual theorem mentioning one is FALSE as an abstract-finite-tree statement until repaired. T1's grand merge checked clean of over-citation. No downstream face may cite the abstr",sorry-free lemma,,,"R23B-C4-T3-01 residual -> R23B-C5-T2-02 state of record [members: R23B-C4-T3-01, R23B-C5-T2-02, R23B-C5-T2-03]",
C4,R23B-C4-T4-01,Retag exact-domain biconditional: clause (3) of THM_R23_A upgraded from well-typedness to the exact domain iff (activity condition),Lean,"Folded byte-verbatim into T1's union; 20/18/2 row controls + named witnesses reproduced on a third instrument each (bitmask DP; from-contract-text enumerator); 516,186-instance hostile sweep (graphs n≤5, trees n≤7), zero counterexamples; 4/4 planted mutants rejected","(extracted, best-effort, from provenance prose: RETAINED)","RETAINED — ADJ-T §4. New clause (3) is not monotone with the old well-typedness clause — R23B-C3-T3-01 may not be cited for unconditional well-typedness; cite retag_erase_mem_IndOn_pred directly. Proof still routes through local_L1, pending lc4 substitution (flagged, not silently dropped). DB32 fixture: Delete-/Retag-target families coincide (18/18) — must not be read as cross-family disjointness",sorry-free lemma,,,,
C4,R23B-C4-T5-01,"W4 structural route, Findings 1–7, incl. THEOREM W4-EXACT (def(G) = Σheat − Σexport), W4-COLD, HOT-SET/ONE-HOT",proved_informal,"Sustained including on the hot side, tested via both critics' own from-scratch hot-tag instruments (188 + 4,123 forced-hot cuts) reaching a regime T5's own 9 fixtures (all Hot=∅) never touched","(extracted, best-effort, from provenance prose: RETAINED_NARROWED)","RETAINED_NARROWED — ADJ-T §5. W4-EXACT predicts F1's exact deficit (strongest surviving product). Real non-degenerate fixture base is 7 rows, not 9 (P8@p=4, P10@p=5 are degenerate, P=0). T16 argmin-cut is an unstated 3-way symmetry tie, unrepresentable by the instrument's scalar field. 2 of 9 control checks are null on the all-cold fixture set — honestly disclosed in-text by T5 itself","unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C4,R23B-C4-T5-02,"Finding 8, LEMMA-W4-HOT (the G={v} instance of W4)",computation,"Exact scope as stated: ""every governed row, n≥3, every hot tag v"" — CB(8,92)/p=492 is inside this scope","(extracted, best-effort, from provenance prose: REFUTED)","REFUTED (OPEN → REFUTED) — ADJ-T §5. Sealed C4-F1's witness is the G={v} instance of T5's own Finding-4 identity; T5's OPEN label was correct at its own seal time (banked before F1 was dispatched), no fault to T5. Same witness as R23B-C4-F1-01. Per the run's monotone-refutation convention: REFUTED never regresses to OPEN",exact computation,,,"W4 / tag-closed-cut Hall (the TRS2 alias-lesson precedent) [members: R23B-C3-F4-01, R23B-C3-F4-01a, R23B-C4-F1-01, R23B-C4-T5-02, R23B-C5-U1-04]",
C4,R23B-C4-T6-01,"Per-row demand consolidation / mechanism lattice of record (LAT-1..4, cut-class exactness, TFAE, rfl identity to THM_R23_C_hall_discharged)",Lean,"crit_singleton_tag_deficient_refutes_W4 formally proves F1's witness cut is the same object, not a lookalike, as T6's TagClosedHallCondition — no alias gap","(extracted, best-effort, from provenance prose: RETAINED_NARROWED)","RETAINED_NARROWED — ADJ-T §6. Lean content sustained (no theorem in T6 is false — all are implications, none asserts W4). Forward-looking prose is STALE: ≥5 places state ""W4's general theorem remains OPEN,"" superseded by R23B-C4-F1-01. LAT-3 (tagClosedHall_implies_perRow_demand) and tagClosedHall_implies_S_nonpos now join the all-cut node in HYPOTHESIS-ONLY status. Mandatory R23-C1-ELIGIBILITY-HAZ",sorry-free lemma,,,,
C4,R23B-C4-U1-01,"Finalization of proposed/CLAIM-UPDATE-PROPOSALS.md: RC-04b comprehensive, 13-pair definitive census, R23B mapping, all quotations byte-verified at pin b57e7990",computation,"13 pairs, 5 scope triples, all registry quotations reproduced by both critics","(extracted, best-effort, from provenance prose: SUSTAINED)","SUSTAINED, certification-language corrections required — ADJ-U (U1). ""Every quotation … verified at the pin"" is true but unestablished by the cited instrument (verify_and_census.py lines 331–332 loop with a bare pass); honest count 49 of 52 falsifiable checks (3 hard-coded ""pass"": true null controls: repair_candidate_matrix, rc08_block_sha256, doc_no_wall_clock_iso_dates_outside_ids). D-U2-4 findi",exact computation,,,,
C4,R23B-C4-U2-01,"Agreement matrix C4: pinned expected values incl. order-16 witness integers, j=65/j=66 tag-closed margins",computation,"68/68 rows, 4/4 planted controls, 60/60 pin quotations reproduced by fresh independent instruments (6/8 closed-forms re-derived from scratch; 45/68 rows via a three-method hostile instrument)","(extracted, best-effort, from provenance prose: SUSTAINED)","SUSTAINED, zero CRITICAL/MAJOR against content — ADJ-U (U2). U2-T's self-caught seal-overwrite-and-restore transient on STAGE4-BRIEF-SEAL-C4.json (~4 min, restored byte-exact) ruled PROCESS-TIER, controller/gate-owned, not a route charge",exact computation,,,,
C4,R23B-C4-U3-01,Close-phase hygiene audit of C4 evidence trees,audit,Sole C4 route directory (of 21) with no evidence/ subtree; replay recipe has an unbound <files> placeholder and cannot execute as written; publishes zero SHA-256 digests,"(extracted, best-effort, from provenance prose: DOWNGRADED TO PARTIAL)","DOWNGRADED TO PARTIAL — ADJ-U (U3), adopting CRIT-U3-F over CRIT-U3-T. Independently corroborated by U6's own sealed lint (six duty failures, silently excluded by an IN_FLIGHT misclassification). Content not found substantively wrong; the COMPLETE verdict label was unwarranted — a replay that cannot run is a stricter failure than a null control (CR-T4-U)",receipt,,,,
C4,R23B-C4-U4-01,"Tag-closed cut data support: exact per-tag margin tables, König witnesses, both values every row",computation,"501 governed rows, μ_v/export triples (0 disagreements across up to 3 independent code paths); independently re-confirms F1's CB(8,92) witness fresh via c4-registrar-w4-witness.py","(extracted, best-effort, from provenance prose: SUSTAINED)","SUSTAINED, zero CRITICAL/MAJOR — ADJ-U (U4). Only minor replay-documentation gaps (a stale scratch log misread as zero control firings, corrected against out-planted/summary.json)",exact computation,,,,
C4,R23B-C4-U5-01,Spine maintenance: staged spine folding C4's adjudicated outcomes,computation,"Fold-point marker census: 6 substantive, independently resolvable markers, not 7 (U5's own headline miscounts its own 6-item enumerated list)","(extracted, best-effort, from provenance prose: SUSTAINED)","SUSTAINED, with corrections — ADJ-U (U5), directly re-verified by this adjudicator against the staged spine's own bytes. Gate directive: the W4 fold-marker's (line 537) ""OPEN status line stands"" default is unsafe post-adjudication (W4 is REFUTED); PLACEMENT checklist must name F1's verdict explicitly and carry ""REFUTED never regresses to OPEN"" as an enumerated checklist item",exact computation,,,,
C4,R23B-C4-U6-01,"Lint seat at stage-3 close: return-duty compliance (duties 1–8), slate-vs-ledger diff, stance-lint re-verification",audit,Return-level compliance across all C4 returns,"(extracted, best-effort, from provenance prose: SUSTAINED)","SUSTAINED — ADJ-U (U6). U6's own two disclosed CRITICALs (missing --predecessor flag; AMD-9 model-string discrepancy = CONTROLLER-INCIDENT-C4-2) ruled controller/process-owned, not route charges, both self-remedied. New MAJOR sustained: finding 3's ""no /tmp destination in any C4 return"" is a false universal (U3/RETURN.md:35 has one; U6's own instrument detects it internally but the prose inherits ",receipt,,,,
C5,R23B-C5-T1-01,"THEOREM TYPE-2-DIRECT: g_v = Δ_{p−2}(K_v) at deg(s_v) = 2, cut-free and unconditional",structural,,RETAINED,ADJ-T slate; synthesis SYNTHESIS.md §2.2,"unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C5,R23B-C5-T1-02,"S(P_n,p) ≤ 0 on the path family, every n ≥ 4, every governed p, by peeling alone",structural,,RETAINED (prose correction Δ_k ≤ 0),ADJ-T slate; synthesis SYNTHESIS.md §2.2,"unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C5,R23B-C5-T1-03,"Star family: \|C_r(v)\| = C(m−1,r) (r ≥ 1); the g_v ≤ 0 ⟺ p ≥ ⌈m/2⌉ arithmetic; S(K_{1,m},p) ≤ 0 governed",structural,,RETAINED_NARROWED (corroboration sentence STRUCK — null control),ADJ-T slate; synthesis SYNTHESIS.md §2.2,"unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C5,R23B-C5-T1-04,"Branch-leaf closed form, under the mandatory convention Δ_{−1} = 1",structural,,"RETAINED, upgraded from coverage-untested",ADJ-T slate; synthesis SYNTHESIS.md §2.2,"unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C5,R23B-C5-T1-05,"Sharpness relation, forward direction only: hot ⟹ p−2 < x(K_v)",structural,,"RETAINED_NARROWED; reverse REJECTED, OPEN at governed scope",ADJ-T slate; synthesis SYNTHESIS.md §2.2,"unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C5,R23B-C5-T1-06,"CB(8,92) arm hotness structurally explained: K_arm = 736 disjoint edges, x(K_arm) = 491, p−2 = 490 exactly one rank below the peel's first strict descent",structural,,RETAINED,ADJ-T slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [CB],"unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,"cites R23B-C5-F3-04 for CB(8,92) whole-row digits; Whole-row aggregate digit figures (n=1567,x=490,p=492,737 favourable,S 351 digits) registered once at R23B-C5-F3-04 per SYNTHESIS.md Sec.2.3(a); citing rows restate, they do not re-register.",,
C5,R23B-C5-T1-07,"The conversion's exact reach; peels with a branch point reduce to the open weak-unimodality question — a reduction, not a resolution",structural,,"RETAINED (clause-2 reduction, adjudicated sound)",ADJ-T slate; synthesis SYNTHESIS.md §2.2,"unclassified (disclosed: heuristic tier mapping, structural/proved_informal claim)",,,,
C5,R23B-C5-T2-01,"The six relation-family transport lemmas, sorry-free at the pin; 297 constants, sorryAx = 0, extra axioms 0; all graph-general",lean,,RETAINED,ADJ-T slate; synthesis SYNTHESIS.md §2.2,sorry-free lemma,,,,
C5,R23B-C5-T2-02,"State of record of R23B-C4-T3-01's residual: CLOSED for C both modes and C,P,N realization-side; OPEN for P,N via induce and for induce itself; second clause UNTOUCHED",lean,,"RETAINED_NARROWED — ""residual closed"" NOT registrable",ADJ-T slate; synthesis SYNTHESIS.md §2.2; overlap/flags: R-1…R-3,sorry-free lemma,,,"R23B-C4-T3-01 residual -> R23B-C5-T2-02 state of record [members: R23B-C4-T3-01, R23B-C5-T2-02, R23B-C5-T2-03]",
C5,R23B-C5-T2-03,"Integration deltas of record: the folded Adequacy.lean is 2eda1bb4…, not a byte-identical carry of dbe4b15b…; three hunks; cross-cycle citation hazard on deletion_adequacy_actual",lean,,RETAINED as the corrected record,ADJ-T slate; synthesis SYNTHESIS.md §2.2,sorry-free lemma,,,"R23B-C4-T3-01 residual -> R23B-C5-T2-02 state of record [members: R23B-C4-T3-01, R23B-C5-T2-02, R23B-C5-T2-03]",
C5,R23B-C5-T3-01,"witness_g_arm_pos: C(736,490)·2^490 < C(736,491)·2^491, kernel-checked, sorryAx-free, native_decide-free — with a binding fence against citing it as a kernel-checked g_arm > 0 for CB(8,92)",lean,,RETAINED,ADJ-T slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [CB],kernel,,,,
C5,R23B-C5-T3-02,"The corrected ratio inequality in Lean, from Pascal; side conditions 2 ≤ r, r ≤ m necessary and disclosed",lean,,RETAINED,ADJ-T slate; synthesis SYNTHESIS.md §2.2; overlap/flags: [RI] Ratio-inequality trio cross-referenced per synthesis §2.3(e); criterion registered once at route-distinctness tier.,sorry-free lemma,,"ratio-inequality trio with R23B-C5-F2-01, R23B-C5-F2-02: Corrected ratio inequality: F2-01 is the arithmetic criterion, T3-02 its Lean derivation, F2-02 the controller-owned charter-defect finding. Cross-referenced per SYNTHESIS.md Sec.2.3(e); the criterion is registered once, at route-distinctness tier.",,
C5,R23B-C5-T3-03,"retag_empty_of_singleton_hub_choke (+ RetagEdge restatement), sorry-free on the project's own API",lean,,"RETAINED, receipt scope corrected (no fixture instantiation as shipped; vacuous at the decide rank p = 2)",ADJ-T slate; synthesis SYNTHESIS.md §2.2,sorry-free lemma,,,,
