id,status,evidence_grade,formal_award,canonical_statement,canonical_scope,surviving_premises_json,evidence_refs_json,source_occurrence_count
E993-G1-MINIMAL-CANONICAL-LIFT-IMPLIES-FOREST,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"If every minimum-order recovering ordinary forest has some recovery rank and one root per component satisfying the common-connector lift certificate, then unrestricted ordinary G1 implies FOREST.",Conditional logical implication over minimum-order recovering forests only; the minimal canonical-lift premise remains unproved; no RTree scope.,"[""E993-G1-MINIMAL-CANONICAL-RECOVERY-LIFT: EVERY minimum-order recovering ordinary forest admits SOME recovery rank and one root per component satisfying the full common-connector certificate. This premise remains OPEN."", ""Unrestricted ordinary G1 holds (the ordinary scope of E993-G1WIDE-NO-SIZE-CAP), if concluding FOREST."", ""No arbitrary prescribed-pair/canonical-lift equivalence or strict weakness is established; no RTree transport.""]","[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-RECOVERING-FOREST-MINIMUM-COMPONENT-DICHOTOMY,CONDITIONAL,proved_informal_implication_with_surviving_premises_no_formal_award,False,"A minimum-order recovering ordinary forest is either a connected nonunimodal tree, or it has at least two components and every component is individually unimodal but nonTRS2.",Hypothetical minimum by vertex count among all recovering finite ordinary forests; conditional on existence; component TRS2 has its admitted positive-interval meaning.,"[""F is a hypothetical minimum by vertex count among all recovering ordinary forests."", ""A minimum is used only conditional on existence of a recovering forest; none is exhibited."", ""Component TRS2 uses the positive-interval-support meaning and the admitted LC-times-unimodal theorem, not false weak-nonpositive convolution persistence.""]","[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-C2-U2-T649-ROOT-CONTROL,VERIFIED,exact_finite_computation_adjudicated_no_formal_award,False,"The explicit order-649 tree obtained from B_160 by the center connector path and two extra g-leaves satisfies every ordinary G1 guard with p=235 and negative target, but both full-tail ALIGN and one-rank ALIGN fail at the prescribed attachment center; vertex 1 satisfies full-tail ALIGN.",One exact ordinary tree and marked tuple; fresh larger corroboration of E993-G1-ATTACHMENT-ROOT-ALIGN only; no existential-ALIGN or G1 refutation.,[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-G1-MINIMAL-CANONICAL-RECOVERY-LIFT,OPEN,open_unresolved_no_formal_award,False,Every minimum-order recovering finite ordinary forest F admits some recovery rank r and one root in each component such that the common-connector tree has x(T)=r+1 and Gamma<0 at p=r+2.,"Unproved root-profile premise used by C2-U2. The wrapper is restricted to a single common connector and a three-edge handle, with no added bare leaves. Smaller domain and restricted codomain do not establish logical weakness relative to arbitrary prescribed-pair lifting.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",2
E993-G1-K26-B8-MIXED-GE99-LC-BACKGROUND,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"Let K=K(3,4,4) and Q=K(8,8,8). For every k>=99 and every finite ordinary forest L with LC independence sequence, I(kK disjoint-union Q disjoint-union L) is LC; therefore every exact ordinary G1 tuple with such a residual has nonpositive target difference.","Exactly one fixed order-52 Q=B_8 core, at least 99 fixed K26 cores, and an explicitly LC finite-forest background; ordinary graphs only. The k=98 product is nonLC. Pending root intake; no arbitrary-core or uniform threshold claim.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-C2-T3-THREE-FRESH-G1-CONTROLS,VERIFIED,exact_finite_computation_adjudicated_no_formal_award,False,"Three explicit newly generated ordinary trees satisfy every original G1 guard and have negative target difference: residual 20K26 (ambient 543, U order 520), residual 100K26 disjoint-union B_8 (ambient 2756, U order 2652), and residual 13B_19 (ambient 1550, U order 1534).","Exactly the three deterministic edge constructions and marked leaves generated by replay.py; finite computation only, pending root intake. The B_19 residual is nonLC; none is a target counterexample or an all-parameter embedding theorem.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-K26-B8-MIXED-GE98-LOGCONCAVE,REFUTED,exact_counterevidence_adjudicated_no_formal_award,False,"For every integer k>=98, I(kK(3,4,4) disjoint-union K(8,8,8)) is log-concave.","Specified two-core family, no background. Fails at k=98, with negative margin -78271 at rank1398. This is not the proposed k>=99 statement.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-LC-CONVOLUTION-WEAK-NONPOSITIVE-DIFFERENCE-PERSISTENCE,REFUTED,exact_counterevidence_adjudicated_no_formal_award,False,"For every finite nonnegative weakly unimodal sequence a, LC nonnegative interval-supported sequence b, and integers r<s, writing u_i=a_i-a_(i-1) with zero extension, (b*u)_r<=0 implies (b*u)_s<=0.","Overstrong auxiliary step in the source report, not the valid LC-times-unimodal theorem. Counterexample a=[1,1,2,1], b=[1], r=1,s=2 has values0 and1. Sequence a is not asserted to be a graph independence sequence.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-C2-F3-VARYING-POWER-FINITE-EMBEDDINGS-K1-24,VERIFIED,exact_finite_computation_adjudicated_no_formal_award,False,"For each integer 1<=k<=24, an exact ordinary G1 tuple exists whose residual is k disjoint copies of B_(k+6); every computed target difference is negative.","The 24 individually checked exponents k=1,...,24 with the explicit wrapper and recorded e values; pending root registration. Finite exact computation only, with e searched in 0..32 for k<=16 and e=0 checked for k=17..24; no universal extrapolation.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-FIXED-GRAPH-EVENTUAL-POWER-LOGCONCAVITY,VERIFIED,proved_informal_adjudicated_no_formal_award,False,For every fixed finite graph G there exists a base-dependent threshold N(G) such that every power I(G)^n with n>N(G) is log-concave.,"Fixed finite graph first, then sufficiently large exponent; pending root registration as a literature-derived quantifier clarification. Application of Odlyzko--Richmond Theorem 1 after positive normalization; empty graph handled separately; no uniform threshold over graphs.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-FOREST-MAXMATCHING-CLIQUE-CERTIFICATE-OPTIMALITY,VERIFIED,proved_informal_adjudicated_no_formal_award,False,"For fixed n and supported k, the consecutive coefficient ratio of Q_m=(1+2z)^m(1+z)^(n-2m) is nonincreasing in m. Hence on every forest, some spanning clique partition has a nonpositive step at k if and only if the maximum-matching comparator has a nonpositive step there.","Ordinary coefficient polynomials for 0<=m<=floor(n/2), with positive supported denominator coefficients; forest corollary uses that every forest clique has order at most two.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-C2-U3-STAR12-ROOT-PAIR,VERIFIED,exact_finite_computation_adjudicated_no_formal_award,False,"Two order-63 handle trees with common residual U=12K_(1,3) are both G1-eligible: center-root attachment is certified by its maximum-matching comparator at r=23, while leaf-root attachment misses every clique-partition certificate at r=19 although its target difference is negative.",The two explicit ordinary trees constructed in REPORT.md only; exact integer forest-DP computation.,[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",2
E993-C2-CT-F2-LARGER-BROOM-CONTROLS,VERIFIED,exact_finite_computation_adjudicated_no_formal_award,False,"At t=1031, independently reconstructed odd m=2063 brooms with six- and ten-edge tails satisfy all original ordinary G1 guards and have negative targets; the even m=2062 six-edge broom and odd m=2063 fourteen-edge broom fail only strict crossing, with x(U)=r and negative targets.","Four literal finite ordinary trees only: (m,L)=(2063,6),(2062,6),(2063,10),(2063,14), with the original c-q-g-s-v marked attachment, exact original neighborhoods, and complete stored independent-set polynomials. No all-parameter extension is asserted.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-C2-CU-F2-FRESH-PARITY-TAIL-CONTROLS,VERIFIED,exact_finite_computation_adjudicated_no_formal_award,False,"For the explicit broom attachment c-q-g-s-v, the four literal parameter pairs (m,L)=(2043,6),(2042,6),(2043,10),(2043,8) all satisfy the ordinary leaf/degree-two structure, strict size and Gamma guards, and have negative target. Crossing holds for (2043,6) and (2043,10); it fails with xU=r for (2042,6) and (2043,8). The odd six-edge case has p=1026, r=1024, |U|=2050 and negative relative gap 2617856/1126483815<1/400.","Finite exact computation on these four explicitly enumerated ordinary trees only. The supporting bounded shape sweep has m=0..41,L=1..18, with 756 parameter pairs, 144 full-guard pairs and no positive target among those 144; no extrapolation or distinctness claim relative to older searches.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-C2-CF-T2-SIX-K96-SHARED-GATEWAY-CONTROL,VERIFIED,exact_finite_computation_adjudicated_no_formal_award,False,"The displayed T773 satisfies every exact ordinary G1 guard at p=285, q=283, x(U)=187, with negative target and negative LC margin at q=283; all 576 residual vertices meet SR2. The fixed 231-value extra-leaf grid has 200 eligible rows, 10 eligible local-corridor failures and no positive-target eligible row.","One explicit ordinary tree of order 773 with six disjoint K(14,15,17) residual components of total order 576, three pairwise load-two gateways and 191 additional empty gateways; plus the literal fixed-construction grid of 231 extra-leaf values 0 through 230. No universal or RTree result.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-C2-CF-T2-LOCAL-LC-SCOPE-ATTACKS,VERIFIED,exact_finite_computation_adjudicated_no_formal_award,False,"Dropping positive interval support permits [2,1,0,0,1,2], with x=0,q=4, all required local margins nonnegative and Delta_4=1. Omitting the endpoint margin permits [1,4,3,5,1], with x=1,q=2 and Delta_2=2 although the required margin_2=-11.","Two explicit finite scalar coefficient sequences only: [2,1,0,0,1,2] and [1,4,3,5,1]; neither is claimed to be an independence polynomial of a forest.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-C2-CF-T3-FIVE-FRESH-G1-CONTROLS,VERIFIED,exact_finite_computation_adjudicated_no_formal_award,False,"Five explicit newly built ordinary trees with residuals 121K26, 121K26 disjoint-union B8, 121K26 disjoint-union B9, 21B27, and two K(20,21,23) satisfy every original G1 guard and have strictly negative target differences.","Exactly the five deterministic edge constructions in independent_check.py, ambient orders3270,3323,3329,3510,269 respectively. Finite computations; no universal wrapper eligibility, forest unimodality or target counterexample.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-C2-CU-T3-THREE-FRESH-G1-CONTROLS,VERIFIED,exact_finite_computation_adjudicated_no_formal_award,False,"The residuals 103K26 disjoint-union B8 disjoint-union P8, 101K26 disjoint-union B9, and 17B23 occur in three explicit actual ordinary trees satisfying all exact G1 guards with negative target differences; the first residual is LC and the latter two are nonLC.","Exactly three independently constructed ordinary trees: fresh_K103_Q8_P8 (ambient 2846), fresh_K101_Q9 (ambient 2789), and fresh_varying17 (ambient 2434), with the explicit edges and marked leaves in the owned evidence. Finite computation only; no all-parameter guard eligibility, no unrestricted G1 proof, no governed-RTree statement; pending root intake.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-K26-B9-MIXED-GE99-LOGCONCAVE,REFUTED,exact_counterevidence_adjudicated_no_formal_award,False,"For every integer k>=99, the independence polynomial of k disjoint copies of K(3,4,4) together with one K(9,9,9) is log-concave.","Fixed B9 replacement, no background; ordinary finite forest, not the surviving specified B8 theorem. The witness order is the residual forest order, not ambient G1 tree order.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-C2-CU-T2-SIX-K96-LOCAL-LC-FALSIFIER,VERIFIED,exact_finite_computation_adjudicated_no_formal_award,False,"The explicit T782 has |U|=576, p=289, q=287, x(U)=187 and all G1 guards, but negative local-LC margins at ranks 283, 285, 287; its target is -3772254850371549525104841604140501380443879465448.","One explicitly constructed ordinary tree of order 782 with six K(14,15,17) residual components, 197 additional g-leaves and complete edges and exact U,H,A,T polynomials. No all-parameter or minimality claim.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",1
E993-G1-EXISTENTIAL-SINGLE-RANK-DELETION,OPEN,open_unresolved_no_formal_award,False,"For every exact ordinary G1 tuple, setting r=p-2 and U to its original-neighborhood residual, there exists a vertex a of U such that Delta_r(U-a)<=0 and Delta_(r-1)(U-N_U[a])<=0.","Every finite ordinary G1 tree tuple with the full frozen guards. Only the two displayed ranks; neither prescribed-root nor all-vertex quantification, and no full-tail premise.",[],"[{""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/CLAIMS.json"", ""sha256"": ""781fbbf9c14f59a2eaf4d30ed7717a51a8ca1d663fc722d25c19b27d34028a12""}, {""path"": ""cycles/cycle-2/stage6/C2-SYNTHESIS/PROOFS.md"", ""sha256"": ""3fd80e3e8079682bbc76c07012999b9e4c8a8064459f605eec79abcbdafc3ecc""}, {""path"": ""control/C2-TERMINAL-MAPPING-v1/OCCURRENCE-MAPPINGS.json"", ""sha256"": ""ca31f4f8fdceede529af5bd0ed91f83b793e32ff848ca52e9d34fab6bcfddf3d""}, {""path"": ""control/C2-TERMINAL-SEMANTIC-REVIEW-v1.json"", ""sha256"": ""be34293e15cb6a39d3e8606c0dd20dc6aef820d7547db86c93493783de61a2a4""}]",4
